title,author,avg_rating,genre,published_year,price,currency,cover_url,link,published_year,genre,cover_url
"The Scorch Trials (The Maze Runner, #2)",James Dashner,,,,,,,https://www.goodreads.com/book/show/7631105-the-scorch-trials,2010-10-12,Young Adult Fiction,http://books.google.com/books/content?id=Rdwosb3edv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,,,,,,,https://www.goodreads.com/book/show/7723542-a-dog-s-purpose,2010-07-06,Fiction,http://books.google.com/books/content?id=lCGyHH-9ThMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,,,,,,,https://www.goodreads.com/book/show/12513614-captive-in-the-dark,2015,,
"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter,,,,,,,https://www.goodreads.com/book/show/205404157-viciously-yours,2024-01-23,Fiction,http://books.google.com/books/content?id=klaD0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,,,,,,,https://www.goodreads.com/book/show/65641.The_Silver_Chair,1980,Juvenile Fiction,http://books.google.com/books/content?id=Mx-ln_GJaGgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
No One Can Know,Kate Alice Marshall,,,,,,,https://www.goodreads.com/book/show/127305892-no-one-can-know,2023-11-14,Fiction,http://books.google.com/books/content?id=9G3eEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,,,,,,,https://www.goodreads.com/book/show/57727.L_A_Confidential,2004,Fiction,http://books.google.com/books/content?id=9q2uRs2SN4UC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Taming Flame,Therisa Peimer,,,,,,,https://www.goodreads.com/book/show/61608233-taming-flame,2022-07-15,Fiction,http://books.google.com/books/content?id=B3N7EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Before I Fall,Lauren Oliver,,,,,,,https://www.goodreads.com/book/show/6482837-before-i-fall,2010-03-04,Fiction,http://books.google.com/books/content?id=yzoUcIuczs8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Merchant of Venice,William Shakespeare,,,,,,,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice,2000,Comics & Graphic Novels,http://books.google.com/books/content?id=2Rbp7JGn88oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Interpreter of Maladies,Jhumpa Lahiri,,,,,,,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,1999,Fiction,http://books.google.com/books/content?id=w4bZtp8Azw8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,,,,,,,https://www.goodreads.com/book/show/7664041-inheritance,2014-12-09,Juvenile Fiction,http://books.google.com/books/content?id=rThEBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gray After Dark,Noelle W. Ihli,,,,,,,https://www.goodreads.com/book/show/204787816-gray-after-dark,2025-07-29,Fiction,http://books.google.com/books/content?id=rBdXEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Inferno (Robert Langdon, #4)",Dan    Brown,,,,,,,https://www.goodreads.com/book/show/17212231-inferno,2013-05-14,Fiction,http://books.google.com/books/content?id=UsMj7K2IXN4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Project Hail Mary,Andy Weir,,,,,,,https://www.goodreads.com/book/show/54493401-project-hail-mary,2021-05-04,Fiction,http://books.google.com/books/content?id=-Ff2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,,,,,,,https://www.goodreads.com/book/show/30868.The_Bean_Trees,2009-03-17,Fiction,http://books.google.com/books/content?id=wgxMqRRWzT8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Secret (The Secret, #1)",Rhonda Byrne,,,,,,,https://www.goodreads.com/book/show/52529.The_Secret,2006-11-28,"Body, Mind & Spirit",http://books.google.com/books/content?id=2sN5kscWNgEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,,,,,,,https://www.goodreads.com/book/show/366522.P_S_I_Love_You,2025-02-11,Fiction,http://books.google.com/books/content?id=jI4LBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,,,,,,,https://www.goodreads.com/book/show/305234.Wicked_Lovely,2008-04-29,Juvenile Fiction,http://books.google.com/books/content?id=HoklAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Brief History of Time,Stephen Hawking,,,,,,,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,1990,Science,http://books.google.com/books/content?id=A9nWaIpeXhkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Hidden Bodies (You, #2)",Caroline Kepnes,,,,,,,https://www.goodreads.com/book/show/29430824-hidden-bodies,2019-12-20,Fiction,
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,,,,,,,https://www.goodreads.com/book/show/56905097-as-good-as-dead,2021-09-28,Young Adult Fiction,http://books.google.com/books/content?id=Vh8YEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Educated,Tara Westover,,,,,,,https://www.goodreads.com/book/show/35133922-educated,2018-02-20,Biography & Autobiography,http://books.google.com/books/content?id=2ObWDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,,,,,,,https://www.goodreads.com/book/show/121749.Prince_Caspian,1951,,
The Bluest Eye,Toni Morrison,,,,,,,https://www.goodreads.com/book/show/11337.The_Bluest_Eye,2007-07-24,Fiction,http://books.google.com/books/content?id=12_KUGLXigMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,,,,,,,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,2019-09-24,Juvenile Fiction,http://books.google.com/books/content?id=9N_awAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,,,,,,,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,2021-02-02,Fiction,http://books.google.com/books/content?id=LyV8zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,,,,,,,https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned,2010-11-17,Fiction,http://books.google.com/books/content?id=-xXaKrrBY40C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ask for Andrea,Noelle W. Ihli,,,,,,,https://www.goodreads.com/book/show/60168787-ask-for-andrea,2025-07-29,Fiction,http://books.google.com/books/content?id=9sJVEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gravity’s Rainbow,Thomas Pynchon,,,,,,,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,2012-06-13,Fiction,http://books.google.com/books/content?id=GGPm4I3BbxAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,,,,,,,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,2009-05-01,Fiction,http://books.google.com/books/content?id=Yr32gqStb8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Club,Ellery Lloyd,,,,,,,https://www.goodreads.com/book/show/58536005-the-club,2022-03-01,Fiction,http://books.google.com/books/content?id=iBg_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,,,,,,,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,2005-03-16,Fiction,http://books.google.com/books/content?id=gwnBvz8pIUMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Think Twice (Myron Bolitar, #12)",Harlan Coben,,,,,,,https://www.goodreads.com/book/show/198494009-think-twice,2024-05-23,Fiction,http://books.google.com/books/content?id=MgXREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
All the King's Men,Robert Penn Warren,,,,,,,https://www.goodreads.com/book/show/5527.All_the_King_s_Men,2005,Fiction,http://books.google.com/books/content?id=QRO0ie4ZX6oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Invisible Monsters,Chuck Palahniuk,,,,,,,https://www.goodreads.com/book/show/36236125-invisible-monsters,1999-09-17,Fiction,http://books.google.com/books/content?id=SaGhAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
House of Leaves,Mark Z. Danielewski,,,,,,,https://www.goodreads.com/book/show/24800.House_of_Leaves,2000,Fiction,http://books.google.com/books/content?id=o6NzGNODRjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"My Sister, the Serial Killer",Oyinkan Braithwaite,,,,,,,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer,2018-11-28,,
Head Like a Hole,Andrew Van Wey,,,,,,,https://www.goodreads.com/book/show/61800582-head-like-a-hole,2022-09-30,Fiction,http://books.google.com/books/content?id=hqhfzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,,,,,,,https://www.goodreads.com/book/show/64216.Guards_Guards_,2008-12-16,Fiction,http://books.google.com/books/content?id=Bh9VrfptqScC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,,,,,,,https://www.goodreads.com/book/show/35729.Lover_Eternal,2007,Fantasy fiction,http://books.google.com/books/content?id=fAyjAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,,,,,,,https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood,2021-03-02,Fiction,http://books.google.com/books/content?id=X_haEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,,,,,,,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,2014-06-03,Fiction,http://books.google.com/books/content?id=bjWOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"In Cold Blood by Truman Capote [Random,2002]",Truman Capote,,,,,,,https://www.goodreads.com/book/show/143416043-in-cold-blood-by-truman-capote-random-2002,2017-10-05,Young Adult Nonfiction,http://books.google.com/books/content?id=dKk4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Because of Winn-Dixie,Kate DiCamillo,,,,,,,https://www.goodreads.com/book/show/357664.Because_of_Winn_Dixie,2009-09-08,Juvenile Fiction,http://books.google.com/books/content?id=ddRIAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Roommate,Kiersten Modglin,,,,,,,https://www.goodreads.com/book/show/57040367-the-roommate,2021-02-24,,http://books.google.com/books/content?id=F_FAzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,,,,,,,https://www.goodreads.com/book/show/7869.The_Bourne_Identity,2010,Foreign Language Study,http://books.google.com/books/content?id=KYaERAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Angels Fall,Nora Roberts,,,,,,,https://www.goodreads.com/book/show/26050.Angels_Fall,2008-10-02,Fiction,http://books.google.com/books/content?id=8s4oELPEVK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Poison Study (Study, #1)",Maria V. Snyder,,,,,,,https://www.goodreads.com/book/show/60510.Poison_Study,2018-12-10,Juvenile Fiction,http://books.google.com/books/content?id=utKdDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Seabiscuit: An American Legend,Laura Hillenbrand,,,,,,,https://www.goodreads.com/book/show/110737.Seabiscuit,2003-07-01,Biography & Autobiography,http://books.google.com/books/content?id=oEFpcR9p4GYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Foucault’s Pendulum,Umberto Eco,,,,,,,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum,2014-08-29,Fiction,http://books.google.com/books/content?id=_JJOBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,,,,,,,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,1998,Fiction,http://books.google.com/books/content?id=uxxjI0XZR-cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Look Closer,David Ellis,,,,,,,https://www.goodreads.com/book/show/59316367-look-closer,2022-07-05,Fiction,http://books.google.com/books/content?id=TopGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Girl Who Was Taken,Charlie Donlea,,,,,,,https://www.goodreads.com/book/show/39657755-the-girl-who-was-taken,2018-03-27,Fiction,http://books.google.com/books/content?id=I0VRDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Memory Keeper's Daughter,Kim Edwards,,,,,,,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,2010-12-02,Fiction,http://books.google.com/books/content?id=MsnkwPLcO3UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Ocean at the End of the Lane,Neil Gaiman,,,,,,,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,2013-06-18,Fiction,http://books.google.com/books/content?id=04eIA3RwGbwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Iliad,Homer,,,,,,,https://www.goodreads.com/book/show/1371.The_Iliad,2007,History,http://books.google.com/books/content?id=sos0paw_-cEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,,,,,,,https://www.goodreads.com/book/show/1582996.City_of_Ashes,2009-03-24,Juvenile Fiction,http://books.google.com/books/content?id=GVPGAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Galveston,Nic Pizzolatto,,,,,,,https://www.goodreads.com/book/show/7203669-galveston,2011-06-14,Fiction,http://books.google.com/books/content?id=aqDQAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mythology,Edith Hamilton,,,,,,,https://www.goodreads.com/book/show/23522.Mythology,2012-06-25,Social Science,http://books.google.com/books/content?id=oZU3AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Peace Like a River,Leif Enger,,,,,,,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,2018-10-04,Fiction,http://books.google.com/books/content?id=txtlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Night Before Christmas,Clement Clarke Moore,,,,,,,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,2017-01-04,,
A People’s History of the United States: 1492 - Present,Howard Zinn,,,,,,,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,2003,History,http://books.google.com/books/content?id=F3c_Ujq4l2oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Not Forever, But For Now",Chuck Palahniuk,,,,,,,https://www.goodreads.com/book/show/101145468-not-forever-but-for-now,2024-09-10,Fiction,http://books.google.com/books/content?id=7I8ZEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
If We Were Villains,M.L. Rio,,,,,,,https://www.goodreads.com/book/show/30319086-if-we-were-villains,2023-05-17,Fiction,http://books.google.com/books/content?id=fzOxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Notes on an Execution,Danya Kukafka,,,,,,,https://www.goodreads.com/book/show/57773248-notes-on-an-execution,2022-01-25,Fiction,http://books.google.com/books/content?id=-HgyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Where She Went (If I Stay, #2)",Gayle Forman,,,,,,,https://www.goodreads.com/book/show/8492825-where-she-went,2014-08-23,Juvenile Fiction,http://books.google.com/books/content?id=P9nYoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Oedipus Rex  (The Theban Plays, #1)",Sophocles,,,,,,,https://www.goodreads.com/book/show/1554.Oedipus_Rex,2020-08-20,Drama,http://books.google.com/books/content?id=YEXJzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Talisman (The Talisman, #1)",Stephen        King,,,,,,,https://www.goodreads.com/book/show/59219.The_Talisman,2012-07-05,Fiction,http://books.google.com/books/content?id=6kTyY_AvjrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The History of Love,Nicole Krauss,,,,,,,https://www.goodreads.com/book/show/3867.The_History_of_Love,2025-04-25,Fiction,http://books.google.com/books/content?id=N15cexxVFh8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,,,,,,,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,2014-08-12,Fiction,
Grimm's Fairy Tales,Jacob Grimm,,,,,,,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,2016-07,Fiction,http://books.google.com/books/content?id=Pq-TDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Fiery Cross (Outlander, #5)",Diana Gabaldon,,,,,,,https://www.goodreads.com/book/show/10967.The_Fiery_Cross,2011-08-31,Fiction,http://books.google.com/books/content?id=1TsCw44n8SAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,,,,,,,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,2010-03-30,Fiction,http://books.google.com/books/content?id=7wV6JAOGRTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,,,,,,,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,2019-10,Young Adult Fiction,http://books.google.com/books/content?id=9NaEwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Native Son,Richard Wright,,,,,,,https://www.goodreads.com/book/show/15622.Native_Son,1979,,
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,,,,,,,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,2012-03-01,Fiction,http://books.google.com/books/content?id=3Y28AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Midnight Library,Matt Haig,,,,,,,https://www.goodreads.com/book/show/52578297-the-midnight-library,2020-08-13,Fiction,http://books.google.com/books/content?id=M53SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Champion (Legend, #3)",Marie Lu,,,,,,,https://www.goodreads.com/book/show/14290364-champion,2014-06-20,Juvenile Fiction,http://books.google.com/books/content?id=2EUtoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Tesseract,Alex Garland,,,,,,,https://www.goodreads.com/book/show/243257.The_Tesseract,2005-07-05,Fiction,http://books.google.com/books/content?id=zM0O7OHxRpcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Gone (Gone, #1)",Michael  Grant,,,,,,,https://www.goodreads.com/book/show/2536134.Gone,1997,,
"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,,,,,,,https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,2011-08-31,Fiction,http://books.google.com/books/content?id=DrSZF-wDZCAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Archer's Voice,Mia Sheridan,,,,,,,https://www.goodreads.com/book/show/32822135-archer-s-voice,2016-11-01,Fiction,http://books.google.com/books/content?id=ja5BDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,,,,,,,https://www.goodreads.com/book/show/682804.The_Killer_Angels,2013-06-15,Fiction,http://books.google.com/books/content?id=3a28BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,,,,,,,https://www.goodreads.com/book/show/58679358-one-of-us-is-lying,2018-02-01,Young Adult Fiction,http://books.google.com/books/content?id=gxo-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,,,,,,,https://www.goodreads.com/book/show/6853.One_for_the_Money,2019-06-04,Fiction,http://books.google.com/books/content?id=z66WDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Tokyo: The Devil of Nanking,Mo Hayder,,,,,,,https://www.goodreads.com/book/show/6347010-tokyo,2004,British,http://books.google.com/books/content?id=W1OhAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,,,,,,,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,2002,Religion,http://books.google.com/books/content?id=RHewj3pyXNsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
I Am Legend and Other Stories,Richard Matheson,,,,,,,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,2006,Horror tales,http://books.google.com/books/content?id=eTNgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
If on a Winter’s Night a Traveler,Italo Calvino,,,,,,,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,2010-12-23,Fiction,http://books.google.com/books/content?id=R9qnfnugEOsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,,,,,,,https://www.goodreads.com/book/show/47989.Night_Watch,2025-04-24,Fiction,http://books.google.com/books/content?id=_GcwEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Starship Troopers,Robert A. Heinlein,,,,,,,https://www.goodreads.com/book/show/17214.Starship_Troopers,2014-11-25,Fiction,http://books.google.com/books/content?id=PSl4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Left Behind (Left Behind, #1)",Tim LaHaye,,,,,,,https://www.goodreads.com/book/show/27523.Left_Behind,2011-03-16,Fiction,http://books.google.com/books/content?id=poKnuATl3DsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Shards,Bret Easton Ellis,,,,,,,https://www.goodreads.com/book/show/60880820-the-shards,2023-01-17,Fiction,http://books.google.com/books/content?id=yoRrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Watchers,Dean Koontz,,,,,,,https://www.goodreads.com/book/show/32423.Watchers,2008-05-06,Fiction,http://books.google.com/books/content?id=LhrBLQp9QtoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,,,,,,,https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for,2017-02-14,Young Adult Fiction,http://books.google.com/books/content?id=1-y1nQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Shadowfever (Fever, #5)",Karen Marie Moning,,,,,,,https://www.goodreads.com/book/show/7304203-shadowfever,2012-10-08,Fiction,http://books.google.com/books/content?id=zDwbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Libra,Don DeLillo,,,,,,,https://www.goodreads.com/book/show/400.Libra,1988,Fiction,http://books.google.com/books/content?id=rYpaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Darkfever (Fever, #1)",Karen Marie Moning,,,,,,,https://www.goodreads.com/book/show/112750.Darkfever,2025-02-25,Fiction,http://books.google.com/books/content?id=NQQYEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,,,,,,,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,2015-06-04,Juvenile Fiction,http://books.google.com/books/content?id=kPFLCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Corrupt (Devil's Night, #1)",Penelope Douglas,,,,,,,https://www.goodreads.com/book/show/58124274-corrupt,2025,,http://books.google.com/books/content?id=xos9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,,,,,,,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,2000,Fiction,http://books.google.com/books/content?id=weDMJGr5G7EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Magus,John Fowles,,,,,,,https://www.goodreads.com/book/show/16286.The_Magus,2010-10-31,Fiction,http://books.google.com/books/content?id=zILyw41Lr8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,,,,,,,https://www.goodreads.com/book/show/131359.Death_on_the_Nile,2010-10-14,Fiction,http://books.google.com/books/content?id=tnX464mjjbgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,,,,,,,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,2022-09-13,Young Adult Fiction,http://books.google.com/books/content?id=f05VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,,,,,,,https://www.goodreads.com/book/show/28954189-scythe,2017-11-28,Juvenile Fiction,http://books.google.com/books/content?id=_6TAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,,,,,,,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,2006-10-24,Mormon Church,http://books.google.com/books/content?id=hrSAuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,,,,,,,https://www.goodreads.com/book/show/13831.Alanna,2014-10-21,Fiction,http://books.google.com/books/content?id=DEJHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,,,,,,,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,2021-09-30,Fiction,http://books.google.com/books/content?id=iS4NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
John Adams,David McCullough,,,,,,,https://www.goodreads.com/book/show/2203.John_Adams,2001,Biography & Autobiography,http://books.google.com/books/content?id=GHMnz8G0GTcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
